"BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgTDLanded","RedAvgTDLanded","BlueReachCms","RedReachCms","BlueHeightCms","RedHeightCms","BlueAge","RedAge","RedWins","BlueWins","Winner"
5.23,4.76,0.55,0.4,0,1.42,185.42,177.8,180.34,177.8,27,32,3,0,1
3.5,3.27,0.51,0.55,3.53,1.19,180.34,187.96,180.34,182.88,27,30,6,1,0
3.95,5.24,0.45,0.57,2.32,0,177.8,172.72,167.64,167.64,26,31,2,0,0
5.48,4.55,0.43,0.57,0.36,3.43,177.8,177.8,170.18,172.72,26,32,2,1,0
4.36,2.68,0.52,0.53,2.82,1.25,193.04,187.96,182.88,187.96,35,31,12,15,0
4.9,6.78,0.51,0.59,0.29,0.11,180.34,177.8,172.72,180.34,30,34,6,6,0
5.35,1.84,0.48,0.61,0.13,1.9,182.88,182.88,182.88,180.34,33,34,9,9,0
7.89,4.35,0.52,0.38,1.45,0.42,175.26,162.56,167.64,162.56,25,34,5,4,0
3.13,4.56,0.42,0.45,1.26,1.66,193.04,187.96,187.96,182.88,34,29,8,6,0
1.33,3.75,0.44,0.58,3.96,3.1,182.88,180.34,177.8,172.72,34,28,5,7,0
3.42,4.88,0.4,0.46,0.46,3.85,185.42,180.34,180.34,177.8,37,29,1,4,0
2.36,1.61,0.41,0.45,1.77,5.29,172.72,177.8,170.18,170.18,29,22,3,1,0
2.5,3.76,0.45,0.44,1.72,0.2,180.34,177.8,170.18,170.18,32,26,2,2,0
4.81,7.1,0.5,0.51,0.34,1.52,175.26,165.1,167.64,167.64,29,37,7,4,0
3.13,3.31,0.45,0.45,1.08,1.84,162.56,167.64,162.56,170.18,27,26,1,1,1
4.5,5.14,0.41,0.53,6.43,1.73,172.72,170.18,167.64,170.18,32,30,8,8,1
3.94,5.13,0.52,0.57,4.17,0.45,190.5,203.2,187.96,200.66,32,34,9,5,0
3.25,4.38,0.4,0.55,1.34,2.29,200.66,195.58,195.58,190.5,31,31,10,8,0
4.54,3.55,0.49,0.47,0.41,1.01,177.8,177.8,172.72,172.72,28,30,6,8,1
3.44,5.69,0.55,0.48,2.27,2.25,172.72,175.26,167.64,175.26,43,29,5,4,0
2.45,2.82,0.42,0.45,4.98,3.98,198.12,195.58,193.04,187.96,26,25,1,1,0
4.9,2.68,0.5,0.48,0.46,4.2,198.12,200.66,193.04,190.5,30,33,1,1,0
4.77,3.22,0.42,0.42,1.26,1.65,175.26,167.64,172.72,165.1,37,40,15,5,1
2.52,2.15,0.44,0.48,0.66,1.31,193.04,200.66,193.04,187.96,29,27,1,0,1
3.82,8.34,0.48,0.54,5.4,0,175.26,172.72,165.1,170.18,31,35,1,5,0
3.88,4.1,0.46,0.41,0.66,0.56,170.18,170.18,165.1,167.64,30,29,3,7,0
3.32,3.87,0.48,0.33,2.26,0,165.1,172.72,162.56,170.18,32,39,3,2,1
5.08,3.18,0.49,0.49,0.67,1.97,195.58,193.04,182.88,182.88,29,35,2,1,0
5.49,4.29,0.6,0.57,0.58,1.93,205.74,213.36,193.04,193.04,32,35,20,8,0
4.67,3.28,0.43,0.52,0.41,2.56,167.64,167.64,165.1,165.1,29,34,12,7,1
4.12,4.97,0.61,0.5,1.49,0.46,195.58,190.5,185.42,180.34,28,32,8,4,1
5.6,3.23,0.48,0.5,0.79,5.25,195.58,177.8,190.5,177.8,27,32,4,7,0
2.65,1.64,0.47,0.62,1.26,7.46,203.2,193.04,187.96,185.42,34,27,2,3,0
2.13,2.98,0.37,0.4,0.62,1.03,177.8,165.1,170.18,172.72,32,31,7,1,0
6.18,3.51,0.49,0.47,3.04,3.14,193.04,195.58,185.42,185.42,29,39,17,4,1
4.63,4.11,0.4,0.47,2.07,1.76,167.64,172.72,160.02,162.56,29,36,5,5,1
6.12,4.85,0.47,0.45,0.21,0,187.96,182.88,185.42,187.96,33,32,4,3,1
4.57,5.5,0.47,0.55,0.43,0.77,180.34,187.96,182.88,190.5,32,25,3,4,0
5.32,4.33,0.46,0.48,0.91,0.72,170.18,177.8,172.72,177.8,22,26,2,2,1
4.63,2.52,0.38,0.31,2.99,1.32,154.94,170.18,154.94,165.1,28,40,6,2,1
3.98,1.97,0.53,0.5,1.74,4.23,190.5,198.12,187.96,185.42,27,33,7,9,1
3.51,4.6,0.43,0.49,0.65,0.23,205.74,195.58,198.12,190.5,31,31,5,4,0
2.9,4.27,0.37,0.63,1.85,6.2,172.72,167.64,170.18,165.1,28,32,5,5,0
2.22,3.83,0.41,0.46,0.94,3.04,193.04,185.42,185.42,185.42,30,31,2,2,0
4.58,2.4,0.54,0.36,1.82,6,177.8,190.5,175.26,180.34,28,31,0,1,1
7.94,2.55,0.51,0.61,0.7,2.19,177.8,180.34,172.72,175.26,31,27,4,1,0
4.83,3.46,0.51,0.38,0.38,1.27,177.8,185.42,175.26,170.18,32,31,4,2,0
2.5,1.85,0.51,0.48,3.06,0.29,182.88,172.72,177.8,172.72,22,32,2,1,1
5.47,6.62,0.45,0.5,2.05,2.37,167.64,157.48,162.56,154.94,23,31,15,4,1
4.46,4.1,0.62,0.56,0.38,2.09,193.04,195.58,187.96,187.96,34,31,2,0,1
3.36,4.55,0.44,0.48,2.4,0.98,195.58,200.66,190.5,193.04,27,33,4,2,1
5.57,2.62,0.54,0.56,0.15,1.78,187.96,185.42,190.5,177.8,34,34,5,2,1
4.33,2.99,0.41,0.42,1.06,1.53,182.88,180.34,175.26,172.72,30,39,24,5,1
5.02,4.94,0.49,0.48,0.63,1.71,182.88,175.26,177.8,177.8,25,28,1,0,0
4.01,2.69,0.59,0.55,0.64,0.52,167.64,165.1,167.64,170.18,31,40,4,5,1
3.8,3.03,0.49,0.47,1.65,1.1,198.12,203.2,187.96,190.5,37,39,20,1,1
2.18,4.5,0.3,0.51,2.72,2.47,162.56,167.64,160.02,167.64,28,26,1,0,0
6.16,2.65,0.56,0.59,1.78,3.19,180.34,177.8,167.64,177.8,34,31,12,12,0
4.04,4.65,0.36,0.46,0.91,0.69,177.8,180.34,167.64,180.34,37,30,9,9,0
4.38,6.74,0.47,0.53,0.72,0.21,198.12,185.42,190.5,180.34,32,26,4,10,0
6.55,4.09,0.5,0.54,1.35,0,190.5,187.96,182.88,182.88,37,29,2,3,0
3.21,2.9,0.42,0.59,0.38,0.76,198.12,200.66,190.5,190.5,29,31,5,1,1
5.28,3.41,0.61,0.44,0,0,177.8,185.42,175.26,177.8,31,28,2,3,0
4.58,5.96,0.57,0.39,0.6,0,170.18,167.64,165.1,167.64,27,33,0,1,1
3.42,4.83,0.5,0.6,0.97,2.12,170.18,172.72,167.64,170.18,32,29,1,0,0
2.66,4.1,0.49,0.57,0.58,1.9,160.02,154.94,160.02,154.94,30,27,4,2,0
3.81,5.19,0.48,0.4,0.31,0.63,172.72,182.88,172.72,172.72,32,29,2,1,1
3.51,2.48,0.49,0.5,4.63,0.57,198.12,200.66,190.5,190.5,28,37,17,6,1
3.03,3.49,0.54,0.43,2.17,1.9,190.5,198.12,182.88,193.04,32,29,4,7,1
3.25,3.57,0.4,0.48,0.69,1.42,185.42,198.12,180.34,190.5,36,37,10,3,0
4.72,4.65,0.45,0.5,2.04,0,195.58,180.34,185.42,182.88,34,22,1,0,1
6.48,2.73,0.46,0.5,0.82,2.21,175.26,175.26,182.88,172.72,28,28,2,1,1
2.82,2.84,0.44,0.52,4.55,0.93,180.34,185.42,170.18,177.8,26,27,2,2,0
3.53,1.72,0.54,0.53,3.72,1.68,172.72,175.26,170.18,170.18,27,25,1,2,1
4.15,2.69,0.44,0.42,1.54,1.02,167.64,162.56,170.18,167.64,27,26,2,2,1
3.61,4.53,0.41,0.5,0.96,1.83,195.58,185.42,185.42,177.8,34,31,5,1,0
1.46,3.56,0.51,0.65,1.75,2.35,157.48,177.8,162.56,170.18,26,23,2,1,0
7.18,3.73,0.54,0.49,0,2.11,200.66,193.04,193.04,187.96,31,43,19,6,1
3.87,3.01,0.44,0.55,1.74,1.68,177.8,172.72,170.18,165.1,29,35,10,8,1
3.44,3.29,0.46,0.48,2.15,2.24,203.2,180.34,190.5,177.8,35,36,13,20,0
6.62,4.05,0.5,0.39,2.37,1.03,157.48,170.18,154.94,165.1,31,39,8,14,1
3.87,2.45,0.53,0.46,0.45,1.68,208.28,193.04,198.12,190.5,30,35,8,6,1
5.13,3.57,0.5,0.5,0,2.01,190.5,193.04,190.5,185.42,26,41,27,1,1
4.99,5.52,0.54,0.56,0.89,2.74,182.88,190.5,177.8,190.5,30,30,4,1,1
7.49,5.78,0.55,0.42,1.8,2.92,193.04,182.88,185.42,185.42,35,25,1,2,0
2.46,2.41,0.64,0.44,6.85,1.01,200.66,193.04,190.5,190.5,31,41,5,4,1
4.53,5.8,0.5,0.54,3.45,1.07,185.42,180.34,177.8,172.72,28,27,1,3,0
4.06,3.04,0.43,0.48,1.01,1.22,187.96,182.88,180.34,180.34,38,32,8,4,1
4.55,5.41,0.31,0.42,0,0,182.88,170.18,172.72,157.48,39,29,2,0,0
5.94,2.82,0.52,0.41,0.25,1.21,175.26,182.88,170.18,162.56,29,31,1,1,1
4.58,6.01,0.55,0.42,0.98,0.78,190.5,193.04,190.5,185.42,27,31,12,4,0
2.9,3.7,0.42,0.45,2.34,0.99,180.34,180.34,180.34,170.18,34,31,8,5,0
4.33,4.89,0.54,0.53,1.2,1.48,190.5,182.88,182.88,180.34,31,30,4,1,1
4.14,3.04,0.52,0.41,0.9,1.51,170.18,172.72,170.18,172.72,34,31,7,11,1
5.22,4.46,0.51,0.63,1.86,3.98,170.18,175.26,170.18,172.72,35,27,3,6,0
1.66,5.42,0.4,0.53,2.54,1.7,180.34,175.26,167.64,175.26,23,27,3,1,0
3.62,3.59,0.49,0.51,0.88,0.56,185.42,195.58,177.8,185.42,37,30,1,5,1
4.11,3.21,0.46,0.61,1.08,1.55,170.18,175.26,172.72,172.72,29,31,1,2,0
1.94,4.83,0.5,0.51,1.55,0.38,172.72,177.8,170.18,175.26,32,32,1,2,0
6.01,4.49,0.42,0.5,0.78,0.42,193.04,195.58,185.42,180.34,31,38,8,12,0
3.36,3.79,0.42,0.48,1,3.25,187.96,182.88,177.8,170.18,31,26,5,5,0
4.14,2.8,0.47,0.39,0.27,1.71,170.18,172.72,162.56,165.1,26,29,3,1,0
6.18,4.21,0.48,0.49,1.69,0.54,187.96,185.42,185.42,177.8,33,34,14,7,0
6.43,4.39,0.53,0.4,1.23,0.67,180.34,177.8,177.8,172.72,36,34,12,14,0
5.08,1.62,0.5,0.54,1.08,2.31,187.96,182.88,182.88,182.88,27,28,2,5,1
3,4.93,0.4,0.5,2.22,0.25,147.32,160.02,160.02,160.02,23,27,3,3,1
3.78,3.38,0.43,0.44,1.02,1.56,190.5,185.42,185.42,180.34,30,28,11,4,1
2.05,3.55,0.51,0.47,6.63,1.01,175.26,177.8,172.72,172.72,27,30,5,2,0
3.9,4.19,0.28,0.42,0,3.61,180.34,177.8,182.88,170.18,23,28,2,2,0
4.17,4.52,0.54,0.51,4.43,1.12,187.96,195.58,182.88,185.42,31,28,3,1,1
4.44,3.48,0.53,0.43,0.54,0.58,172.72,172.72,165.1,165.1,29,30,3,2,1
2.64,3.01,0.32,0.43,0.56,3.63,170.18,170.18,165.1,167.64,33,33,2,1,0
5.75,4.94,0.55,0.53,1.78,0.91,172.72,185.42,175.26,177.8,34,27,3,7,0
4.96,4.74,0.41,0.41,0.36,0.59,182.88,185.42,180.34,182.88,32,36,10,11,0
6.18,2.3,0.49,0.46,3.04,0.55,193.04,187.96,185.42,182.88,28,29,6,3,1
4.4,2.3,0.46,0.58,1.92,3.45,175.26,177.8,170.18,177.8,25,28,6,4,1
3.71,1.12,0.46,0.43,2.83,4.39,170.18,170.18,170.18,175.26,29,18,1,0,0
6.05,3.75,0.5,0.49,0,0,193.04,198.12,190.5,187.96,33,34,6,4,0
3.07,3.77,0.45,0.5,2.14,2.01,193.04,190.5,172.72,190.5,35,25,5,2,0
4.25,5.76,0.36,0.51,1.69,0,193.04,190.5,177.8,177.8,28,35,4,5,0
4.33,7.36,0.41,0.56,1.06,1.24,182.88,177.8,175.26,177.8,30,34,5,5,0
2.07,3.37,0.7,0.44,3.76,3.41,180.34,182.88,175.26,175.26,35,32,3,1,0
4.25,4.11,0.49,0.46,0.84,0.26,205.74,190.5,190.5,182.88,30,39,11,11,0
3.48,5.35,0.47,0.48,1.95,0.13,177.8,182.88,172.72,182.88,38,33,9,20,1
4.23,3.62,0.38,0.52,0.59,1.38,177.8,167.64,172.72,167.64,32,29,6,6,0
5.86,3.77,0.44,0.46,0,0,213.36,190.5,190.5,187.96,30,29,8,4,1
3.13,5.09,0.42,0.44,1.26,1.53,193.04,195.58,187.96,185.42,34,34,10,5,1
3.22,3.41,0.52,0.47,2.12,1.79,193.04,190.5,190.5,185.42,29,35,6,3,0
3.65,5.65,0.49,0.43,0.7,1.15,203.2,193.04,190.5,182.88,32,33,7,3,1
7.45,5.46,0.52,0.49,0.2,0.76,160.02,162.56,157.48,160.02,28,37,9,1,0
4.32,2.64,0.47,0.33,1.88,3.13,175.26,177.8,175.26,170.18,39,40,19,7,0
2.54,4.27,0.4,0.39,3.29,0.62,185.42,185.42,177.8,177.8,29,36,12,7,0
5.32,3.44,0.54,0.38,5.24,2.85,180.34,180.34,182.88,177.8,30,38,17,5,1
4.08,3.7,0.3,0.52,1.54,5.03,182.88,180.34,175.26,175.26,30,31,2,1,0
3.69,4.92,0.34,0.39,2.68,0.46,182.88,180.34,175.26,172.72,23,34,0,1,1
5.02,6.26,0.45,0.38,0,0,167.64,162.56,162.56,160.02,30,23,1,0,0
4.44,5.13,0.43,0.45,4.17,0.6,190.5,210.82,185.42,195.58,28,30,6,5,0
5.64,6.04,0.48,0.45,0.55,0.09,198.12,198.12,193.04,193.04,31,33,4,2,1
3.32,3.3,0.49,0.41,1.12,0.25,177.8,187.96,180.34,182.88,38,28,2,5,1
3.18,6.74,0.39,0.53,0.24,0.21,187.96,185.42,185.42,180.34,35,26,3,7,0
5.24,4.83,0.43,0.51,1.3,0.38,167.64,177.8,162.56,175.26,34,31,0,1,0
4.42,4.35,0.33,0.38,0.7,0.42,170.18,162.56,170.18,162.56,31,34,4,6,0
3.28,4.17,0.47,0.37,1.02,0.14,167.64,177.8,170.18,175.26,28,32,3,4,1
2.68,4.63,0.34,0.37,3.66,0.89,177.8,180.34,167.64,175.26,29,29,1,0,0
5.03,3.98,0.38,0.41,0.95,0.42,175.26,149.86,167.64,157.48,25,34,2,1,0
2.04,2.7,0.34,0.5,0.28,4.8,170.18,180.34,170.18,172.72,30,23,0,1,0
3.02,4.53,0.53,0.44,1.81,0.5,180.34,165.1,175.26,162.56,20,25,1,1,0
5.23,4,0.63,0.48,0.17,0.05,200.66,203.2,193.04,193.04,35,33,12,3,1
5.66,2.16,0.53,0.4,2.51,3.22,160.02,160.02,162.56,154.94,33,35,10,6,1
4.89,5.3,0.46,0.5,2.17,1.24,180.34,182.88,172.72,175.26,36,33,21,4,0
4.72,3.77,0.59,0.4,0.26,2.29,170.18,172.72,175.26,167.64,31,41,18,6,1
1.56,5.03,0.49,0.48,3.17,0.73,182.88,190.5,177.8,182.88,26,32,11,5,0
4.38,4.71,0.48,0.53,1.89,1.77,182.88,180.34,180.34,170.18,33,31,4,8,1
3.25,4.87,0.4,0.5,1.34,0.35,200.66,195.58,195.58,193.04,31,32,6,7,1
5.39,5.47,0.49,0.45,1.84,2.05,157.48,167.64,162.56,162.56,32,23,3,6,0
3.23,3,0.51,0.5,1.55,4.07,182.88,185.42,182.88,182.88,26,31,3,3,0
5.73,3.71,0.51,0.42,0,2.59,180.34,180.34,172.72,175.26,32,32,4,2,0
4.26,5.71,0.32,0.43,0,0.34,165.1,162.56,160.02,160.02,37,37,6,1,0
3.51,3.63,0.39,0.53,0.86,0.36,187.96,180.34,182.88,180.34,30,30,3,3,0
3.39,4.36,0.53,0.36,3.41,0.46,190.5,177.8,177.8,170.18,30,33,6,6,1
3.58,7.41,0.41,0.59,1.02,0.95,198.12,195.58,182.88,193.04,28,32,3,4,0
3.16,4.82,0.54,0.47,0.9,0.23,165.1,165.1,162.56,167.64,35,35,7,6,1
7.42,3.44,0.49,0.46,0.55,2.15,187.96,203.2,185.42,190.5,35,35,19,8,0
1.95,2.63,0.45,0.65,3.3,2.4,175.26,175.26,172.72,170.18,28,32,2,2,1
3.14,3.22,0.5,0.45,0.68,3.71,182.88,177.8,177.8,170.18,31,31,2,3,0
3.56,2.98,0.49,0.52,2.86,3.61,182.88,182.88,172.72,177.8,38,28,7,4,0
3.18,3.59,0.47,0.45,0,2.43,165.1,165.1,170.18,160.02,31,25,3,1,0
4.39,5.69,0.45,0.48,0,2.25,185.42,175.26,177.8,175.26,28,29,4,3,0
2.97,2.99,0.43,0.4,1.02,0.82,165.1,170.18,160.02,165.1,37,30,3,2,0
2.44,2.5,0.36,0.3,2.4,0,180.34,180.34,175.26,177.8,29,32,0,1,1
3.76,3.97,0.44,0.46,0.2,2.28,177.8,172.72,170.18,172.72,26,31,1,1,1
3.45,4.76,0.41,0.39,0.93,0.39,177.8,182.88,172.72,180.34,28,34,7,9,1
3.92,5.08,0.49,0.49,1.45,1.16,193.04,190.5,180.34,187.96,36,38,14,6,1
4.96,5.64,0.44,0.48,0.18,0.55,203.2,198.12,193.04,193.04,30,31,1,2,0
3.04,2.52,0.53,0.44,3.04,0.66,190.5,193.04,182.88,193.04,28,28,0,0,1
3.84,5.5,0.39,0.47,0,0.36,193.04,193.04,185.42,190.5,32,34,7,6,1
3.13,5.33,0.42,0.59,1.26,2.11,193.04,195.58,187.96,182.88,34,33,5,4,1
3.7,3.82,0.57,0.45,1.4,0.37,190.5,195.58,185.42,190.5,37,43,25,8,1
4.53,2.88,0.5,0.53,1.83,1.49,185.42,203.2,177.8,193.04,31,27,2,4,1
5,5.08,0.56,0.52,1.27,1.45,190.5,187.96,182.88,185.42,30,23,4,2,1
5.25,3.65,0.64,0.47,4.77,1.07,175.26,180.34,172.72,170.18,28,24,1,0,0
2.65,3.39,0.59,0.53,3.19,2.17,177.8,187.96,177.8,177.8,30,33,21,11,1
5.09,4.61,0.41,0.52,1.56,2.31,170.18,180.34,167.64,170.18,36,33,13,13,0
7.63,5.14,0.61,0.53,0.35,1.73,182.88,170.18,180.34,170.18,27,29,8,8,1
3.23,3.78,0.5,0.48,5.25,1.9,177.8,182.88,177.8,177.8,31,33,15,4,0
6.26,4.58,0.41,0.34,1.17,0.31,165.1,172.72,170.18,175.26,32,33,11,4,1
3.77,4.39,0.53,0.43,3.29,2.28,182.88,182.88,177.8,180.34,29,34,12,5,0
3.61,4.21,0.6,0.43,1.56,3.03,190.5,190.5,185.42,187.96,29,32,3,4,1
4.38,4.79,0.55,0.48,2.29,0.56,195.58,190.5,190.5,187.96,30,33,6,9,1
1.8,2.78,0.39,0.53,1.35,1.25,180.34,182.88,185.42,180.34,29,32,1,1,0
4.29,5.69,0.46,0.52,1.67,0.22,193.04,180.34,185.42,190.5,30,31,2,1,0
2.5,1.61,0.45,0.45,1.72,5.29,180.34,177.8,170.18,170.18,32,22,2,2,0
2.69,6.49,0.55,0.56,0.52,1.2,165.1,170.18,170.18,165.1,40,27,4,4,0
4.11,4.67,0.47,0.43,1.76,0.41,172.72,167.64,162.56,165.1,35,29,6,5,0
4.54,4.67,0.49,0.5,0.41,1.04,177.8,177.8,172.72,172.72,28,38,18,7,1
5.54,4.1,0.57,0.56,0.96,2.09,187.96,195.58,185.42,187.96,28,31,2,3,1
8.34,3.22,0.54,0.42,0,1.65,172.72,167.64,170.18,165.1,35,40,14,1,0
3.77,3.86,0.54,0.51,0.63,4.15,193.04,195.58,182.88,190.5,34,35,6,7,1
4.68,4.33,0.35,0.48,0.74,0.72,182.88,177.8,177.8,177.8,32,26,1,3,0
3.86,1.93,0.56,0.45,6.62,4.16,185.42,193.04,175.26,182.88,27,24,3,2,1
4.33,3.64,0.46,0.47,0.85,3.11,162.56,160.02,165.1,160.02,30,29,2,2,0
5.24,3.56,0.57,0.65,0,2.35,172.72,177.8,167.64,170.18,31,22,1,2,0
9.28,4.49,0.43,0.57,0,0.71,180.34,187.96,175.26,187.96,25,37,1,0,1
4.97,3.43,0.44,0.39,1,0.88,160.02,160.02,165.1,162.56,33,29,7,6,1
3.13,4.38,0.45,0.47,0.98,0.72,177.8,198.12,175.26,190.5,44,32,9,18,0
2.13,5.22,0.37,0.51,0.62,1.86,177.8,170.18,170.18,170.18,32,35,5,1,0
5.4,5.35,0.53,0.52,0,2.77,175.26,182.88,180.34,182.88,30,29,2,2,0
4.26,4.67,0.37,0.5,1.9,1.79,170.18,180.34,170.18,167.64,27,30,3,0,1
3.29,2.05,0.48,0.45,1.82,2.11,203.2,185.42,187.96,177.8,45,40,8,9,0
3.54,3.66,0.47,0.43,0.46,0.39,177.8,175.26,177.8,172.72,36,33,4,0,0
3.98,2.98,0.53,0.42,1.74,1.33,190.5,195.58,187.96,185.42,26,33,11,8,1
6.53,3.44,0.46,0.55,0,2.27,185.42,172.72,175.26,167.64,28,42,3,2,0
4.49,5.02,0.43,0.44,0.66,1.19,170.18,177.8,172.72,180.34,24,30,7,8,0
5.52,4.09,0.56,0.61,2.74,0,190.5,203.2,190.5,190.5,30,33,3,3,1
5.88,3.88,0.51,0.37,1.03,2.15,185.42,187.96,182.88,180.34,33,32,9,3,0
0.99,3.72,0.3,0.41,0,1.45,187.96,190.5,177.8,187.96,34,26,1,0,0
4.05,4.7,0.49,0.52,1.23,0,203.2,190.5,187.96,187.96,29,31,4,2,1
6.12,4.3,0.47,0.59,0.21,6.62,187.96,190.5,185.42,182.88,32,28,3,3,0
2.02,2.9,0.59,0.42,3.73,2.34,177.8,180.34,172.72,180.34,31,34,4,4,0
4.31,3.27,0.45,0.55,1.04,1.19,180.34,187.96,175.26,182.88,27,30,5,1,0
4.1,4.48,0.57,0.49,1.9,0.88,154.94,160.02,154.94,157.48,26,22,1,3,1
5.86,3.07,0.41,0.48,0.22,2.04,195.58,182.88,185.42,180.34,23,32,0,1,0
2.83,4.43,0.48,0.54,2.48,0.55,160.02,172.72,165.1,167.64,27,25,2,7,1
5.42,3.82,0.53,0.48,1.7,5.4,175.26,175.26,175.26,165.1,27,30,5,2,1
5.31,3.08,0.47,0.33,0,0,187.96,177.8,187.96,175.26,29,29,1,0,0
4.91,4.57,0.45,0.45,0.39,1.05,193.04,193.04,180.34,182.88,38,37,19,15,0
4.25,5.72,0.49,0.58,0.84,3.99,205.74,190.5,190.5,187.96,29,28,5,11,0
7.42,4.46,0.49,0.42,0.55,1.19,187.96,180.34,185.42,182.88,35,34,11,7,1
3.77,5.24,0.46,0.4,2.37,0.16,182.88,172.72,180.34,175.26,31,34,6,6,0
4.44,3.87,0.43,0.53,4.17,0.45,190.5,208.28,185.42,198.12,28,30,5,5,0
6.18,5.45,0.48,0.5,1.69,0,187.96,185.42,185.42,172.72,33,31,6,6,1
2.45,2.46,0.42,0.64,4.98,6.85,198.12,200.66,193.04,190.5,26,31,3,1,0
2.65,3.61,0.47,0.41,1.26,0.96,203.2,195.58,187.96,185.42,34,34,0,3,0
4.41,5.8,0.48,0.44,0,0.71,190.5,198.12,175.26,190.5,36,33,5,1,1
2.37,3.11,0.25,0.49,0,1.91,177.8,170.18,180.34,170.18,39,31,3,1,0
2.64,3.6,0.32,0.45,1.99,0.82,167.64,162.56,165.1,167.64,30,35,2,3,1
2.22,4.49,0.41,0.51,0.94,2,193.04,182.88,185.42,180.34,30,28,0,1,1
3.77,5.49,0.46,0.6,0,0.58,190.5,205.74,187.96,193.04,29,32,7,8,0
4.56,4.58,0.45,0.43,1.66,0.8,187.96,185.42,182.88,182.88,28,31,14,8,0
4.25,4.58,0.36,0.55,1.69,0.98,193.04,190.5,177.8,190.5,28,27,3,5,0
4.33,3.32,0.54,0.39,1.2,1.46,190.5,187.96,182.88,182.88,31,32,4,0,1
5.75,5.48,0.51,0.48,1.56,0.35,175.26,175.26,167.64,175.26,29,26,4,5,1
6.15,5.52,0.44,0.49,0.28,0,182.88,172.72,177.8,172.72,27,37,11,5,1
4.19,2.64,0.4,0.32,1.37,0,177.8,175.26,172.72,165.1,26,30,1,1,1
2.68,4.36,0.53,0.52,1.25,2.82,187.96,193.04,187.96,182.88,30,35,15,11,1
4.1,6.22,0.49,0.58,0.7,0.36,195.58,182.88,190.5,185.42,37,31,5,15,0
4.5,3.63,0.41,0.46,6.43,0.51,172.72,177.8,167.64,170.18,31,35,21,7,1
3.6,4.23,0.37,0.41,0.7,0.62,170.18,167.64,172.72,172.72,28,26,1,2,1
3.54,2.9,0.52,0.59,0,0.76,190.5,200.66,187.96,190.5,33,30,4,0,0
3.94,3.57,0.52,0.48,4.17,1.42,190.5,198.12,187.96,190.5,31,36,9,5,0
5.75,2.82,0.55,0.46,1.78,0.88,172.72,190.5,175.26,182.88,33,42,7,6,1
5.6,3.36,0.44,0.49,2.41,1.54,187.96,170.18,177.8,177.8,29,25,1,0,1
2.04,2.8,0.61,0.39,2.51,1.71,172.72,172.72,167.64,165.1,32,28,2,2,0
3.71,5.31,0.46,0.5,2.83,1.45,170.18,175.26,170.18,170.18,29,29,1,0,0
4.55,3.95,0.57,0.45,3.43,2.32,177.8,177.8,172.72,167.64,31,26,0,1,1
3.91,4.27,0.33,0.49,2.82,0.51,172.72,177.8,172.72,172.72,37,29,13,14,0
5.04,6.25,0.48,0.46,0.67,1,187.96,182.88,180.34,175.26,28,34,2,2,0
4.72,3.03,0.56,0.54,0.62,2.17,180.34,190.5,177.8,182.88,33,32,7,2,1
4.1,3.76,0.41,0.44,0.56,0.15,170.18,165.1,167.64,170.18,28,33,3,3,0
3.13,4.12,0.45,0.49,2.14,0.93,195.58,187.96,185.42,182.88,34,33,3,9,1
4.16,5.46,0.48,0.49,2.95,0.76,154.94,162.56,157.48,160.02,28,37,8,3,0
4.9,4.84,0.5,0.53,0.46,0.21,198.12,195.58,193.04,193.04,30,30,2,1,0
4.39,4.41,0.45,0.38,0.24,1.8,162.56,162.56,165.1,162.56,36,35,6,4,1
1.89,5.26,0.41,0.41,0,0.22,187.96,180.34,187.96,172.72,31,34,6,0,0
3.87,3.46,0.33,0.38,0,1.27,172.72,185.42,170.18,170.18,38,30,4,2,1
7.18,3.72,0.54,0.48,0,0.88,200.66,193.04,193.04,187.96,31,38,14,5,1
4.97,5.07,0.5,0.52,0.46,1,190.5,190.5,180.34,180.34,31,30,14,7,1
3.51,4.6,0.49,0.49,4.63,0.23,198.12,195.58,190.5,190.5,27,31,5,5,1
2.4,4.53,0.36,0.5,6,3.45,190.5,185.42,180.34,177.8,30,27,2,0,0
5.08,3.28,0.5,0.44,1.08,0.06,187.96,190.5,182.88,187.96,27,36,10,4,1
2.21,4.52,0.41,0.51,0.76,1.12,185.42,195.58,177.8,185.42,32,27,2,2,0
2.79,3,0.47,0.4,0,2.22,172.72,147.32,170.18,160.02,30,23,2,1,0
2.2,4.01,0.46,0.59,2.48,0.64,172.72,167.64,167.64,167.64,33,30,4,2,0
4.55,3.16,0.51,0.47,2.73,1.94,175.26,175.26,172.72,167.64,34,32,7,15,1
4.56,3.87,0.39,0.44,0.61,1.74,175.26,177.8,162.56,170.18,29,28,7,7,0
5.86,2.48,0.44,0.5,0,0.57,213.36,200.66,190.5,190.5,30,37,17,3,1
4.19,4.41,0.46,0.49,2.04,2.61,165.1,170.18,167.64,165.1,30,32,8,7,0
3.24,3.64,0.49,0.53,0.46,1.02,193.04,190.5,193.04,190.5,34,30,8,13,0
3.78,4.96,0.43,0.41,1.02,0.36,190.5,182.88,185.42,180.34,29,31,10,4,0
