"BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgTDLanded","RedAvgTDLanded","BlueReachCms","RedReachCms","BlueHeightCms","RedHeightCms","BlueAge","RedAge","RedWins","BlueWins","Winner"
60,28.5,0.51,0.53,3,0,200.66,198.12,190.5,187.96,25,32,1,2,1
28,64,0.6,0.64,1.5,2.5,160.02,165.1,160.02,162.56,36,21,2,1,0
43.6667,40.0625,0.42,0.428,0.3333,0.625,177.8,175.26,180.34,172.72,31,30,9,2,0
57.5,35.125,0.409,0.446,0.5,0.625,170.18,172.72,160.02,172.72,25,33,4,6,1
51.75,59.5,0.468,0.567,1,1.5,170.18,157.48,170.18,154.94,26,23,4,2,1
34.5,54.6667,0.48,0.283,0,3.3333,177.8,185.42,175.26,180.34,28,22,1,1,1
30,13,0.57,0.455,0,1.1,190.5,177.8,187.96,182.88,32,32,4,1,0
25.3846,65.9167,0.527,0.403,1.1538,0.0833,187.96,175.26,177.8,180.34,25,23,9,8,0
12.8,41.4545,0.587,0.423,0.3,2.0909,187.96,203.2,182.88,190.5,31,28,8,6,0
28.1667,27.6471,0.498,0.438,2.1667,0.5882,182.88,180.34,177.8,180.34,35,35,8,5,0
31.4,63.3333,0.51,0.433,0.8,1.3333,177.8,180.34,175.26,177.8,36,29,3,7,1
10,41.6667,0.52,0.527,0,2.3333,177.8,177.8,180.34,175.26,29,26,2,1,0
71,12,0.335,0.37,1,0,172.72,170.18,170.18,170.18,32,23,1,2,1
16,52.2632,0.41,0.291,1,0.5263,185.42,177.8,180.34,175.26,26,31,9,0,1
35.7143,32.7778,0.523,0.432,1.2857,1.2222,185.42,172.72,172.72,170.18,27,36,5,3,1
22.4,12.5,0.6,0.775,0,0,195.58,190.5,190.5,185.42,23,30,2,3,1
34.3333,27,0.34,0.455,1.6667,1,175.26,172.72,170.18,170.18,30,34,1,2,0
62.75,25,0.505,0.43,1.5,0,185.42,180.34,180.34,182.88,28,28,0,3,0
17,38.2857,0.541,0.443,0.7143,1.4286,203.2,193.04,190.5,187.96,32,35,5,6,0
21.6667,38.5833,0.463,0.343,1.3333,0.5,182.88,185.42,177.8,177.8,26,29,8,5,1
25,20.6,0.61,0.444,0,2.2,190.5,195.58,187.96,185.42,29,31,4,3,0
22,30.2,0.37,0.556,1,1.4,195.58,190.5,190.5,187.96,30,29,4,1,0
15.25,23.25,0.583,0.58,1,2,175.26,167.64,172.72,167.64,27,34,2,3,1
53,45,0.427,0.452,0,0,185.42,193.04,185.42,187.96,33,28,6,2,0
20.5,42.4,0.43,0.47,0,2.4,177.8,165.1,172.72,165.1,28,26,3,1,0
52,55.5,0.35,0.485,5,4,167.64,167.64,165.1,167.64,25,34,2,1,0
9.5,25,0.41,0.44,0.5,1,170.18,177.8,170.18,172.72,27,22,0,0,0
74.6667,15,0.563,0.52,0.3333,1.6,162.56,172.72,165.1,170.18,32,28,5,3,0
23.8571,35.6429,0.294,0.508,0.1429,1.2143,190.5,193.04,187.96,185.42,39,33,6,4,0
20.5,18.9286,0.378,0.427,0.7,0.2143,195.58,213.36,190.5,210.82,39,27,9,5,0
17,20.2857,0.62,0.474,1.3333,0,205.74,203.2,193.04,193.04,38,35,2,4,0
45.6,21.65,0.465,0.49,2.3,2.4,203.2,182.88,190.5,185.42,27,37,14,8,0
37.8,16.6667,0.55,0.473,3.6,0,193.04,185.42,187.96,185.42,34,35,1,3,1
50,33,0.59,0.46,4,1.5,187.96,182.88,185.42,180.34,34,24,2,3,0
28.6667,25.3,0.43,0.48,2,1.4,175.26,180.34,170.18,175.26,31,34,6,2,0
46.6,17.5,0.448,0.55,0.8,0,195.58,195.58,187.96,185.42,28,36,1,4,0
35,38.4,0.47,0.398,1,0,172.72,170.18,167.64,167.64,35,32,3,0,1
52.8889,64.2222,0.386,0.396,1.3333,1.5556,177.8,170.18,167.64,167.64,28,29,7,8,0
64,30.4,0.387,0.468,0,1.2,167.64,165.1,167.64,167.64,28,28,3,1,0
42,36.9167,0.475,0.455,0.5,0.3333,177.8,190.5,180.34,180.34,31,29,9,2,0
39.6667,18.4444,0.322,0.419,0.1111,1.2778,177.8,180.34,170.18,177.8,36,31,11,4,0
21.2222,53.4,0.406,0.48,1.6667,0.8,187.96,193.04,182.88,190.5,32,29,3,5,1
31.5833,25.4211,0.492,0.345,2.4167,1.2632,180.34,180.34,175.26,172.72,35,31,13,7,0
21.6667,29.7143,0.643,0.547,0.1111,0.8571,195.58,187.96,187.96,177.8,32,31,4,6,1
26.6667,36.7143,0.328,0.256,2.5,0.2857,172.72,175.26,172.72,170.18,30,31,3,4,1
57,31.1818,0.418,0.395,0.2,1.3636,185.42,182.88,187.96,172.72,29,30,6,2,1
46,64.3333,0.35,0.503,0,0.6667,165.1,185.42,167.64,180.34,28,29,1,0,1
21.3077,50.8696,0.402,0.39,1.8462,1.1304,198.12,190.5,185.42,185.42,33,36,16,10,0
61.6429,41.6667,0.378,0.418,1.2143,0.6667,177.8,175.26,177.8,172.72,33,30,9,8,1
52.3333,15,0.503,0.37,1.6667,0,185.42,185.42,175.26,177.8,34,27,1,2,0
25.5,18,0.375,0.77,1.5,0,185.42,187.96,182.88,182.88,26,23,1,1,0
46,31,0.48,0.73,1.6667,0,177.8,177.8,177.8,177.8,26,25,1,1,0
33,26,0.537,0.49,0.5714,2,167.64,175.26,167.64,177.8,32,27,2,3,0
38.5,9,0.64,0.25,2,0.75,185.42,185.42,190.5,177.8,28,31,2,1,0
2,20.5,0.28,0.525,0,2.5,177.8,175.26,177.8,175.26,28,32,1,0,0
20.75,12.4167,0.555,0.498,0,0.8333,200.66,200.66,190.5,190.5,29,36,15,3,0
28.3333,27.3333,0.36,0.495,0.6667,1.6667,193.04,180.34,180.34,177.8,31,36,3,8,1
45.5,44,0.375,0.2,0,0,172.72,175.26,167.64,172.72,38,33,1,2,0
18.9167,34.6,0.388,0.405,2.0833,1.8,170.18,167.64,165.1,165.1,34,32,4,5,1
33.5,56,0.51,0.395,0,3.25,180.34,195.58,177.8,175.26,27,22,3,1,0
6.5,38.6667,0.175,0.52,0,0,193.04,185.42,193.04,182.88,25,33,2,1,0
15.6,25.75,0.418,0.413,1,1,187.96,170.18,175.26,172.72,34,29,4,2,0
15,61.4,0.44,0.57,1,1.2,170.18,157.48,170.18,154.94,27,23,3,1,0
32,14.5,0.46,0.406,2,2,170.18,170.18,170.18,167.64,32,30,5,1,0
37.3333,13.6667,0.373,0.377,1.3333,1,193.04,195.58,185.42,185.42,24,34,2,2,1
28,14.5,0.41,0.73,2.1667,0,198.12,195.58,187.96,180.34,32,34,0,4,0
46.5,22.5714,0.512,0.404,0.6667,1.5714,190.5,180.34,182.88,175.26,32,30,9,5,1
16,54.8571,0.388,0.511,0.8333,1.7143,198.12,187.96,185.42,180.34,30,30,5,4,0
26.3333,51.8333,0.463,0.458,0.3333,1.6667,180.34,180.34,180.34,172.72,28,31,3,1,0
20,23.5,0.508,0.515,0.6,0.5,185.42,200.66,185.42,190.5,27,27,2,4,0
1.5,27,0.58,0.39,0,3,182.88,177.8,172.72,170.18,35,28,2,0,1
38.2,22.75,0.534,0.342,0.8,1.25,190.5,187.96,190.5,185.42,34,34,6,2,1
22,18,0.29,0.255,0,0.5,177.8,170.18,172.72,167.64,28,27,0,0,1
33,30,0.428,0.596,1,2,187.96,167.64,175.26,167.64,26,30,8,5,1
47.2727,46.8571,0.45,0.454,1.9091,1.1429,193.04,187.96,182.88,180.34,25,33,10,9,0
33.4,47.6667,0.466,0.41,1.35,3.1111,180.34,167.64,172.72,167.64,29,28,7,10,1
24.3333,26.6,0.457,0.65,1,1.2,187.96,182.88,187.96,180.34,29,26,4,2,0
75.5,37.3333,0.48,0.303,0,1.6667,177.8,172.72,170.18,167.64,23,36,4,2,1
46.5556,36.7895,0.466,0.568,0.7778,1.1579,190.5,190.5,187.96,182.88,31,34,12,6,0
25,19.1429,0.39,0.44,3.6667,0.5714,182.88,195.58,175.26,185.42,27,36,10,2,1
25.0833,33,0.564,0.41,2.3333,3,180.34,190.5,170.18,185.42,32,27,4,6,1
32,49,0.5,0.36,0,1,175.26,165.1,172.72,172.72,34,24,1,1,0
67,54.3333,0.42,0.39,0.6667,1,172.72,162.56,175.26,162.56,23,35,2,2,1
12,18.6667,0.37,0.367,0,0,185.42,175.26,177.8,172.72,24,30,1,0,1
38.4,30.45,0.646,0.536,2,0.7,185.42,187.96,182.88,185.42,38,37,14,5,1
30.3333,28.3333,0.453,0.327,0,0.3333,182.88,185.42,180.34,182.88,28,28,2,2,1
22.3333,15.5,0.437,0.34,1.6667,3,193.04,200.66,182.88,187.96,31,25,1,1,0
27,30,0.47,0.468,7,3.25,172.72,175.26,172.72,172.72,26,31,2,1,0
39,45.6667,0.39,0.357,4,0,170.18,165.1,165.1,167.64,32,27,3,1,0
25.5,39.1579,0.625,0.337,2,0.6842,175.26,177.8,170.18,167.64,37,36,11,1,1
41,6,0.3,0.85,1,0,177.8,182.88,177.8,177.8,28,26,1,1,0
28,26.25,0.37,0.543,1.5,1.75,187.96,185.42,180.34,175.26,31,26,3,2,0
18.5,6,0.39,0.495,2,0,175.26,187.96,175.26,185.42,31,25,1,1,1
37,42,0.5,0.82,0,0,182.88,190.5,177.8,190.5,26,27,0,0,0
6.5,80,0.52,0.55,0.5,2,180.34,185.42,177.8,167.64,25,23,1,1,0
42.8889,48.3333,0.603,0.596,0.5556,2.4167,195.58,195.58,193.04,185.42,37,32,11,7,1
48,55.3333,0.34,0.313,0,1,175.26,185.42,175.26,175.26,31,33,1,0,1
24.9444,36.5,0.524,0.413,1.6111,1,187.96,180.34,182.88,175.26,36,23,5,11,0
29.5,34,0.3,0.4,3.5,2,175.26,180.34,175.26,180.34,28,22,1,1,0
107,96,0.67,0.48,0,1,162.56,152.4,160.02,154.94,30,25,1,1,0
31.8333,61,0.483,0.51,1,3,167.64,162.56,167.64,162.56,30,28,2,3,0
34.25,37.7778,0.338,0.412,0,1.1111,177.8,177.8,172.72,175.26,26,29,4,1,0
14,38,0.4,0.29,2,1,185.42,170.18,172.72,167.64,33,25,1,0,1
36,47,0.35,0.4,2,2,182.88,177.8,177.8,175.26,25,33,1,2,1
38.3333,30,0.41,0.57,2.6667,0,190.5,185.42,185.42,185.42,27,30,1,3,1
65,23,0.32,0.37,2,0,185.42,180.34,180.34,172.72,22,26,1,1,0
29.7857,28.625,0.458,0.504,1,1.1875,187.96,187.96,180.34,182.88,44,34,9,7,1
23.1667,22.7143,0.554,0.457,0,1,200.66,198.12,190.5,193.04,36,33,4,9,0
18.4,42.3333,0.36,0.478,0,0.9167,190.5,182.88,177.8,175.26,27,26,9,2,0
3,19.0667,0.5,0.441,1,2.2667,175.26,172.72,172.72,170.18,24,30,9,0,1
4,62,0.44,0.31,1,0,175.26,165.1,172.72,167.64,29,28,0,0,1
43.4545,39.4286,0.499,0.431,0.1818,0.7143,185.42,172.72,177.8,172.72,26,33,3,5,0
20.5,24,0.705,0.466,0.5,0.625,200.66,190.5,190.5,182.88,30,30,5,3,0
28,34.1429,0.47,0.546,2,1.4286,185.42,185.42,182.88,182.88,27,34,5,2,1
11,23.5,0.41,0.36,0.5,2.5,180.34,177.8,177.8,177.8,25,27,2,1,0
24,27.6,0.47,0.33,1.5,0,177.8,182.88,177.8,177.8,32,29,3,2,0
15,33,0.42,0.32,2,0,198.12,185.42,190.5,180.34,26,31,1,0,1
33,38,0.45,0.34,0,3,172.72,175.26,172.72,172.72,22,24,0,0,0
37.5789,51,0.466,0.373,0.5789,0.4,177.8,190.5,175.26,187.96,31,31,6,13,0
22.1667,41.2857,0.508,0.523,1.1667,3.5,187.96,172.72,177.8,172.72,25,30,9,7,1
29,30.75,0.38,0.42,0,0,193.04,182.88,180.34,177.8,27,32,2,0,1
28.6667,33.5,0.703,0.51,0.3333,2.5,185.42,190.5,185.42,185.42,33,35,1,3,0
50.8333,27.5556,0.377,0.529,1.8333,0.8889,177.8,177.8,180.34,175.26,28,36,6,4,0
22.75,9,0.35,0.346,4.25,1.4,165.1,170.18,162.56,165.1,30,30,3,3,0
30.5,28,0.45,0.382,2,0,177.8,182.88,172.72,182.88,24,26,3,2,1
51.8,21.1429,0.512,0.48,1.4,1.0714,182.88,198.12,180.34,187.96,36,31,10,4,1
10.6316,30.25,0.508,0.45,0.3158,2.5,187.96,198.12,182.88,187.96,38,30,8,13,0
51.2222,44.0588,0.427,0.475,0,0.7647,172.72,185.42,172.72,185.42,30,32,14,6,0
19.75,21.3636,0.434,0.516,0.125,0.7273,195.58,200.66,190.5,198.12,36,32,8,12,1
29,41.7,0.4,0.343,0.5714,1,167.64,165.1,167.64,162.56,31,30,8,5,0
26.5,38.6667,0.455,0.365,4.5,0.6667,162.56,167.64,162.56,160.02,32,30,5,3,0
28.9091,23.7857,0.503,0.51,2.3636,2.2857,182.88,193.04,177.8,187.96,35,33,10,5,0
39.6667,34.8,0.477,0.536,2.5833,1,193.04,200.66,182.88,182.88,32,30,3,7,1
17,20.0714,0.505,0.396,3.5,1.0714,182.88,187.96,180.34,182.88,27,39,9,2,1
16.6667,31.25,0.327,0.668,0.6667,4,162.56,167.64,162.56,170.18,30,23,2,1,0
39.5455,64.1765,0.487,0.429,1.6364,3.2941,170.18,172.72,167.64,167.64,36,33,12,8,0
26.1111,32.8,0.37,0.424,0.3333,0,185.42,193.04,180.34,187.96,35,29,3,6,0
55,25.6429,0.342,0.381,0.4,1.3571,195.58,182.88,198.12,182.88,27,37,8,3,0
45.8889,55,0.453,0.5,2.3333,0.25,203.2,195.58,190.5,190.5,27,30,3,7,1
77,14,0.59,0.34,1,0,175.26,182.88,175.26,175.26,33,31,0,1,0
44.75,30,0.43,0.35,0.75,0,185.42,180.34,180.34,175.26,30,32,1,2,1
29,19,0.31,0.49,4,2,190.5,180.34,180.34,180.34,31,25,2,0,1
27.3333,52,0.433,0.34,2,2,187.96,180.34,187.96,182.88,26,27,1,1,0
13,31,0.64,0.34,4.5,2,170.18,162.56,170.18,162.56,28,33,1,2,0
11,36,0.415,0.44,0.5,1,170.18,165.1,167.64,162.56,27,24,0,0,1
27,25,0.4,0.47,0,0,162.56,175.26,165.1,167.64,24,26,0,0,1
32.6667,52.75,0.416,0.474,0.7778,1.25,182.88,203.2,177.8,193.04,41,32,6,5,0
53,41.9091,0.373,0.425,0.5,1.2727,185.42,187.96,182.88,185.42,24,27,8,4,1
63.3333,14.2,0.51,0.428,0,0.9,187.96,190.5,185.42,190.5,31,42,5,1,1
39,43,0.207,0.555,0,2.5,193.04,185.42,190.5,180.34,28,20,2,3,1
55.5,31.4286,0.535,0.433,0,2.2857,190.5,177.8,182.88,180.34,25,31,3,1,1
30.6667,43,0.61,0.42,0,0.5,190.5,177.8,187.96,182.88,29,37,2,2,1
4,69,0.8,0.58,2,0,157.48,162.56,162.56,167.64,32,26,0,0,0
36.6667,14.25,0.487,0.563,0.3333,1.5,193.04,185.42,185.42,185.42,25,35,2,1,1
28,12,0.57,0.8,5,1,165.1,160.02,162.56,160.02,24,36,0,0,0
15,8.6667,0.3,0.497,0,0.6667,175.26,185.42,170.18,180.34,27,38,1,0,1
42.5,65.1818,0.54,0.527,1,3.7273,167.64,167.64,165.1,160.02,24,28,9,4,0
69.3333,34.5833,0.54,0.458,0.3333,0.5,190.5,185.42,185.42,185.42,35,36,7,5,0
20.2,49.7727,0.441,0.39,1.9333,1.1818,193.04,190.5,187.96,185.42,31,36,15,9,0
120,34.375,0.55,0.443,0,1.25,177.8,172.72,170.18,170.18,23,35,5,1,1
12.1111,28.0625,0.439,0.438,1,0.4375,177.8,180.34,182.88,180.34,32,35,7,4,0
144.5,37.25,0.47,0.42,0.5,0.75,170.18,172.72,165.1,167.64,29,30,3,1,0
63,53,0.51,0.41,0,2,182.88,180.34,182.88,177.8,25,28,2,1,0
59,38,0.44,0.51,3.5,2,182.88,177.8,175.26,175.26,26,26,1,1,0
37,57,0.59,0.605,0,3,177.8,187.96,177.8,185.42,39,33,2,2,0
104,4,0.37,0.8,0,0,172.72,172.72,170.18,170.18,31,38,0,1,1
16,55,0.61,0.53,1,1,162.56,160.02,157.48,162.56,27,29,0,1,0
10.5,31.3684,0.628,0.539,0,0.7368,195.58,187.96,190.5,185.42,30,36,14,3,1
48.1667,21,0.448,0.498,0,1.75,193.04,182.88,187.96,185.42,28,35,4,6,0
64.4545,41.625,0.403,0.44,0.0909,0.75,175.26,177.8,180.34,172.72,23,31,6,8,1
61,8,0.56,0.57,3,1,165.1,165.1,162.56,162.56,21,30,1,1,1
20.6,26.2222,0.456,0.342,1.2,1.3333,182.88,180.34,177.8,172.72,25,31,13,4,1
43.75,16.8333,0.538,0.56,4.25,0.8333,193.04,203.2,187.96,190.5,34,32,5,3,0
49.25,34.5,0.498,0.57,1,4.5,193.04,200.66,190.5,190.5,29,25,2,2,1
54,51.3,0.57,0.377,3.5,1.6,180.34,172.72,170.18,170.18,25,31,7,2,1
46.375,52,0.479,0.51,0.625,1.5,190.5,185.42,187.96,182.88,31,34,2,5,1
41.8,21.5714,0.6,0.441,4.2,1.8571,180.34,172.72,175.26,170.18,27,27,4,3,0
1,15,0.2,0.525,0,1,182.88,193.04,177.8,182.88,27,31,1,0,1
21.5,13.1053,0.436,0.553,0.2,1,185.42,193.04,187.96,187.96,40,35,11,4,1
13,33,0.65,0.6,0,0.75,198.12,200.66,187.96,185.42,32,35,3,1,0
13,21,0.41,0.25,2,0,180.34,185.42,185.42,182.88,30,26,0,0,0
33,31,0.54,0.336,0,0.6,187.96,187.96,182.88,190.5,23,33,5,0,1
22.6667,29.5,0.56,0.665,1.6667,1,193.04,187.96,195.58,182.88,34,32,1,1,1
25.8571,30.3333,0.436,0.569,1.1429,2.2222,180.34,167.64,172.72,167.64,32,29,7,6,0
52.25,50.1667,0.449,0.517,1,2,177.8,187.96,177.8,180.34,27,30,5,6,1
18,15.6667,0.285,0.383,0.75,1.3333,185.42,190.5,177.8,185.42,29,27,4,2,0
11,33,0.3,0.43,2,2,154.94,175.26,160.02,167.64,25,25,1,1,0
39.7143,28.45,0.391,0.345,0.5714,2.7,180.34,177.8,172.72,170.18,29,33,11,4,0
17.6667,44,0.43,0.478,0.3333,1,187.96,182.88,175.26,175.26,30,26,8,2,0
48,28.75,0.57,0.57,0,2.25,170.18,167.64,170.18,167.64,31,31,1,0,0
33,26.7333,0.46,0.364,0.5,2.2667,187.96,177.8,190.5,175.26,30,35,9,0,1
28,10,0.4,0.55,0,0,198.12,190.5,180.34,187.96,27,32,0,0,0
61,20.8947,0.458,0.488,4.75,2.2632,187.96,182.88,185.42,185.42,31,37,13,4,0
17.6667,12.6667,0.392,0.604,1.6667,0.3333,185.42,187.96,177.8,182.88,37,30,5,15,0
17.6667,28,0.327,0.393,1,1,185.42,190.5,182.88,182.88,25,35,2,1,0
8,15.3333,0.26,0.483,1,1.3333,170.18,175.26,170.18,172.72,34,26,2,0,0
47,14.6667,0.413,0.393,3,0.1667,187.96,185.42,180.34,170.18,24,27,3,2,0
21,26.125,0.435,0.554,1.5,0.625,180.34,177.8,177.8,175.26,32,36,5,1,0
25.6667,65.5,0.46,0.42,1.3333,0,167.64,187.96,172.72,182.88,33,30,2,2,0
0,22,0,0.475,0,0,187.96,177.8,172.72,177.8,28,25,0,0,0
4,23,0.3,0.33,0,0,180.34,180.34,177.8,172.72,25,35,0,0,1
33.1765,16.8333,0.409,0.478,1.7647,1,177.8,182.88,172.72,177.8,30,28,5,12,1
42,42,0.285,0.46,0,5,165.1,160.02,167.64,154.94,27,27,1,2,1
37.5556,47.5714,0.574,0.548,1.2222,3.2143,190.5,175.26,182.88,175.26,34,31,11,12,0
35,18.6154,0.763,0.384,0.3333,0.3077,203.2,182.88,193.04,182.88,34,38,7,3,1
72,48.3636,0.49,0.429,0,0.9091,162.56,160.02,162.56,160.02,28,33,7,1,1
53.8889,42.8571,0.296,0.424,0.5556,0.7143,177.8,175.26,175.26,172.72,30,30,8,9,0
25.5,58,0.28,0.55,0,3,200.66,190.5,190.5,185.42,31,26,2,1,0
19,32.6,0.44,0.395,1.25,1.5,182.88,182.88,177.8,172.72,25,29,6,3,1
20,32.25,0.35,0.575,0,1.25,190.5,190.5,185.42,187.96,32,28,3,0,0
18,65.5,0.28,0.413,0,0.75,172.72,175.26,165.1,167.64,25,21,3,0,1
25.5,6,0.38,0.46,0,0,180.34,175.26,175.26,170.18,30,20,0,1,1
37.5,18.75,0.745,0.65,2,2,172.72,172.72,167.64,170.18,32,28,4,2,0
18.1304,23.1538,0.401,0.414,1.6957,1.6923,185.42,180.34,177.8,175.26,37,29,8,15,0
65,52,0.57,0.54,2.5,0,185.42,185.42,182.88,182.88,26,33,1,1,0
23.5833,30.5,0.356,0.37,3.4167,0.625,180.34,193.04,177.8,180.34,31,31,7,16,0
16,27.6154,0.552,0.41,3.2,1.4615,187.96,182.88,180.34,182.88,36,37,8,2,1
49.7143,37.5,0.47,0.505,0.7143,3,190.5,187.96,187.96,187.96,31,26,1,4,1
5,9.6667,0.17,0.727,0,0.6667,190.5,200.66,187.96,190.5,37,30,2,0,0
91,49.5,0.39,0.42,4,0.25,185.42,185.42,182.88,187.96,29,28,2,0,1
12.5217,23.5,0.496,0.498,0.8696,0,200.66,203.2,190.5,193.04,35,35,2,14,1
38.6364,37.4545,0.355,0.468,0.4545,0.3636,185.42,190.5,177.8,180.34,28,29,9,7,1
44,16.6,0.665,0.394,0,1,190.5,198.12,187.96,185.42,28,30,4,1,1
12.6667,16.5,0.51,0.35,0.3333,3.5,182.88,185.42,177.8,172.72,32,28,3,2,1
67,24.6667,0.51,0.476,5,1.3333,167.64,180.34,167.64,175.26,34,34,6,1,1
34,17.5,0.43,0.34,1,0,193.04,185.42,185.42,182.88,23,28,1,2,0
85,75.25,0.38,0.613,0,1.5,172.72,157.48,167.64,154.94,37,23,3,1,1
0,64,0,0.517,0,1.6667,193.04,190.5,193.04,180.34,25,23,1,0,1
31.5,62,0.43,0.38,0.5,0,180.34,177.8,180.34,175.26,28,27,1,0,1
23.3333,27,0.37,0.27,1.6667,0,180.34,172.72,177.8,170.18,27,29,0,1,0
6,66,0.5,0.56,0,1,187.96,185.42,185.42,175.26,25,34,1,0,0
14.5,56.9167,0.535,0.463,0.5,2.1667,187.96,177.8,187.96,175.26,29,31,9,2,0
30.75,65.2,0.328,0.411,0.3125,0,187.96,175.26,185.42,180.34,30,23,7,10,0
17.6667,42.125,0.47,0.426,0.6667,2.25,180.34,203.2,177.8,190.5,33,27,6,3,0
11,25,0.45,0.52,5,1,180.34,177.8,180.34,182.88,26,37,1,1,0
54,28,0.393,0.477,3,4.3333,195.58,170.18,175.26,167.64,22,33,2,2,1
50,7,0.58,0.55,2,3,172.72,160.02,170.18,162.56,33,21,1,1,0
5,30.75,0.35,0.374,1,1,190.5,177.8,170.18,175.26,23,29,3,0,0
36,11.3333,0.38,0.253,2,1.6667,180.34,182.88,175.26,180.34,28,29,2,1,0
59,28.3333,0.502,0.397,3.6,4,167.64,162.56,170.18,162.56,28,31,2,2,0
37.4,25,0.452,0.602,1.2,0.5,180.34,187.96,175.26,175.26,23,32,4,5,0
51.2857,17.6471,0.459,0.422,1,1.3529,177.8,180.34,177.8,177.8,27,30,11,5,1
28.8,21.4167,0.511,0.408,1.2667,1.9167,187.96,198.12,182.88,185.42,34,33,9,9,0
38.3889,27.25,0.474,0.538,0.6111,1,177.8,185.42,175.26,182.88,31,25,3,12,1
19.6667,32.25,0.667,0.49,2.3333,1.5,167.64,165.1,167.64,167.64,34,28,2,2,0
23,27.6875,0.403,0.526,2.75,1.875,195.58,195.58,185.42,185.42,31,34,9,3,1
60.2857,61.2,0.423,0.414,0.5714,2,170.18,162.56,160.02,165.1,24,30,2,5,1
57.8,37.1818,0.474,0.48,0,2.0909,185.42,193.04,185.42,182.88,32,32,6,2,0
29.4,3,0.436,0.75,2.6,0,198.12,182.88,187.96,187.96,32,30,0,3,1
55.5,17,0.24,0.257,0,0,198.12,193.04,190.5,187.96,23,31,1,0,0
20.4615,36.4,0.468,0.362,1.1538,1.2,198.12,200.66,187.96,195.58,30,28,8,9,1
40,31.7692,0.485,0.465,0,1.0769,193.04,187.96,187.96,180.34,29,44,7,2,1
26.6667,37.5,0.405,0.408,2.6,2.5833,187.96,200.66,187.96,187.96,31,30,9,11,1
28,25.8,0.417,0.452,1.1429,0.4,170.18,172.72,172.72,172.72,28,32,3,3,1
14,40.75,0.353,0.413,0.3333,1.25,185.42,190.5,180.34,182.88,23,28,3,2,1
28.6667,24.75,0.437,0.548,1.6667,0,180.34,195.58,180.34,190.5,33,22,2,1,0
32,53.5,0.37,0.405,1.5,1,175.26,162.56,170.18,162.56,29,35,1,2,0
39.5556,25.25,0.339,0.403,0.7222,1.25,177.8,187.96,167.64,175.26,36,26,4,11,0
54.2727,43.25,0.455,0.476,2.3636,0.75,177.8,185.42,175.26,185.42,31,31,13,9,0
22.9565,52.4,0.359,0.392,3.4783,2.2,180.34,177.8,177.8,180.34,31,28,4,15,1
67.4,33,0.324,0.4,0.2,2,190.5,190.5,177.8,185.42,27,27,2,3,0
30.6,26.4545,0.428,0.555,0,2.5455,182.88,180.34,180.34,170.18,28,31,6,1,1
0,14.5,0,0.435,1,3,177.8,180.34,177.8,180.34,27,24,2,1,1
0,18,0,0.455,0,1.5,175.26,175.26,172.72,177.8,31,26,1,0,0
21.5,22,0.615,0.24,0,2,177.8,175.26,175.26,175.26,25,28,0,0,0
62,2,0.535,0.2,0,0,187.96,193.04,185.42,195.58,31,28,0,0,1
20,41,0.23,0.36,0,0,172.72,165.1,167.64,170.18,23,28,0,0,1
50.25,54.9333,0.553,0.573,1.5,2,182.88,213.36,180.34,193.04,35,27,14,4,0
25.1667,43.6667,0.335,0.479,2,0.7333,185.42,185.42,177.8,185.42,26,31,12,6,0
24.6471,41.1,0.528,0.426,1.7059,1.3,187.96,187.96,182.88,185.42,35,27,7,11,0
25.25,42,0.385,0.587,0.5,1,160.02,167.64,160.02,165.1,30,24,3,1,0
51,32.5455,0.6,0.5,1,2.6364,177.8,180.34,180.34,175.26,30,35,7,1,1
49.8333,54.6923,0.393,0.373,0.5,1.2308,180.34,177.8,170.18,177.8,34,33,7,3,0
25,10,0.44,0.535,0,0.5,187.96,185.42,185.42,182.88,31,27,1,0,0
21.6429,32.4444,0.473,0.534,2.0714,0.7778,193.04,187.96,187.96,185.42,31,36,13,9,0
22.2,52.125,0.418,0.381,1,1.25,165.1,177.8,165.1,167.64,30,27,7,4,0
37.6667,19,0.5,0.27,4.3333,5,193.04,200.66,187.96,187.96,34,24,1,2,1
54.5,65,0.51,0.517,0,2,177.8,185.42,175.26,180.34,30,28,3,2,1
49,14,0.4,0.555,1,0.25,187.96,187.96,185.42,182.88,25,30,4,0,0
21.2727,7,0.485,0.7,0.6364,0,193.04,190.5,182.88,185.42,35,29,1,4,0
30,28.8182,0.433,0.254,2.6667,1.2727,175.26,180.34,172.72,177.8,30,30,8,1,1
5,30.5,0.62,0.31,0,2,180.34,175.26,177.8,170.18,25,31,1,1,0
50.8333,8,0.443,0.38,0.6667,0,190.5,190.5,187.96,182.88,30,25,0,3,1
47.5714,48.75,0.476,0.521,1.2857,0.3333,203.2,195.58,193.04,193.04,32,30,10,6,0
42.1579,30.4375,0.431,0.395,0.7895,1.75,193.04,177.8,182.88,172.72,29,30,11,12,0
20.2308,38.6,0.429,0.78,0.2308,0.2,213.36,203.2,210.82,193.04,26,34,2,9,0
24.1818,13.5,0.545,0.556,0,1.0556,200.66,193.04,190.5,187.96,36,35,11,8,1
46,70,0.27,0.42,0,5,165.1,160.02,167.64,162.56,27,26,1,1,1
